,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
2460,SidNaaz17855847,only SidNaaz matters...❤,,3,0,544,10107,"Absolutely shocked and stunned on learning about the demise of Sushant Singh Rajput! 
Unbelievable! Sincere condolences and prayers for his family. Rest in peace.. #SushantSinghRajput",[]
2461,Shiva08771517,a traveller through time and space.,,58,5,878,0,"#asianpaints could not not find any other prick to put in your ads ? #bulliwood crap .
#boycottbollywood #BanBollywood 
#SSR #SushantSinghRajput #JusticeForSushantSinghRajput #justiceforssr #bollywoodisshit
#bollywooddruggang","['asianpaints', 'bulliwood', 'boycottbollywood', 'BanBollywood', 'SSR', 'SushantSinghRajput', 'JusticeForSushantSinghRajput', 'justiceforssr', 'bollywoodisshit', 'bollywooddruggang']"
2462,Jztanothr,Third Account! #SSRian4ever 🦋,,362,168,7243,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2463,itsBiresh13,I'm the KING of My Own LIFE.🇧🇩,"Dhaka, Bangladesh",62,19,317,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2464,oneinbillion7,"मैं बहुत सीमित हूँ अपने शब्दों में,
लेकिन बहुत विस्तृत हूँ अपने अर्थों में।",somewhere on the earth,1577,268,7042,0,"Do not lose hope !

Sushant will definitely get justice.

Sushant for positivity 💕

#SushantSinghRajput 
#JusticeForSushantSinghRajput","['SushantSinghRajput', 'JusticeForSushantSinghRajput']"
2465,swapna31639281,i dream of you you live me 💔🦋💫💥,"Hyderabad, India",101,389,103279,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2466,seri_ima_amita,,India,730,703,16245,80,We love you mere SSR 😘 and miss you every day every hour every time every second  justice for SSR #SushantSinghRajput https://t.co/TW5JUpo10e,['SushantSinghRajput']
2467,Uttara9Joshi,"Singer, Kathak dancer, voiceover & sketch artist, writer, thinker, Reiki healer","London, England",395,508,5877,80,We love you mere SSR 😘 and miss you every day every hour every time every second  justice for SSR #SushantSinghRajput https://t.co/TW5JUpo10e,['SushantSinghRajput']
2468,Bansari1921,🦋SSR Fan account 🦋 Chemical Engineer 🧪 ❤️@SSRian2101❤️,"Toronto, Ontario",2002,3054,62615,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2469,Bansari1921,🦋SSR Fan account 🦋 Chemical Engineer 🧪 ❤️@SSRian2101❤️,"Toronto, Ontario",2002,3054,62615,80,We love you mere SSR 😘 and miss you every day every hour every time every second  justice for SSR #SushantSinghRajput https://t.co/TW5JUpo10e,['SushantSinghRajput']
2470,ShivBhaktSSR,"@Sushant04747

No estoy viva🙂❤️",Sushant Universe✨,187,235,15117,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2471,itsSSR_Fr,"Account created for SSR JUSTICE/
My heart is SSRIAN  Forever 💞
//Laws//Insurance//Manager//Coach//Co-développement IntelligenceEmotional//👼//",France,1499,2073,29010,80,We love you mere SSR 😘 and miss you every day every hour every time every second  justice for SSR #SushantSinghRajput https://t.co/TW5JUpo10e,['SushantSinghRajput']
2472,Sumit_237,"Expression : Music |
Natural unknown : Sweet Lies😇😌🐬✨🎶",,382,285,9547,80,We love you mere SSR 😘 and miss you every day every hour every time every second  justice for SSR #SushantSinghRajput https://t.co/TW5JUpo10e,['SushantSinghRajput']
2473,neenassrians,,,79,22,1518,16,"@PiyaliBh Rhea Chakarborty is an Extortionist. She Looted, blackmailed, isolated Sushant from family ,drugged, Stripped all valuables and 57 crore from bank account. #SushantSinghRajput

Rhea Planted In SSR Life https://t.co/4Jxn9VobqN",[]
2474,Pari12345666,"🌺🌺🌺🌺Jai shree ram🌺🌺🌺🌺

We can't forget u Sushant 🔱
U a always in our heart 💖 Love u 💖💖💗💞💝 (❤Arnab fangirl account 🥰❤)",,1344,996,13572,80,We love you mere SSR 😘 and miss you every day every hour every time every second  justice for SSR #SushantSinghRajput https://t.co/TW5JUpo10e,['SushantSinghRajput']
2475,Pragati18615233,,,12,23,7029,424,".
Haven’t came across such a beautiful pencil sketch of Sushant Singh Rajput @itsSSR yet !

A tribute by Shri Sandeep Verma, IAS. It was on display at his exhibition of amazing pencil sketches today at Jawahar Kala Kendra, Jaipur.

#SushantSinghRajput 
@IASassociation https://t.co/2CF9yLOeL0",[]
2476,ShonaliRajput5,Heaven is not a place but a state of mind!Proud SSRian!,,543,313,7757,80,We love you mere SSR 😘 and miss you every day every hour every time every second  justice for SSR #SushantSinghRajput https://t.co/TW5JUpo10e,['SushantSinghRajput']
2477,KalitaSoma,I love my Family Seri 💞🦋❤️🏹,"Assam, India",216,215,17453,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2478,divine3171,An NRI but a true Indian. Only thing matters now is Justice for Sushant Singh Rajput.,,93,54,1496,0,"@Fight4Sushant45 @MalikaSushant @paakhi2020 @SSRianNimmi @TruthWins2021 @BLESSED_SSRian @starrdustt47 @SelfMusing1 @AlwaysPhoton @SSR_Lifetime @Indianc45358287 @Rishita_Sush @SushantJustice1 I need donations, I need Google ratings for my play school, dedo dedo dedo #dramaqueen #globaldidi #SushantSinghRajput #JusticeforSushantSingRajput #CBIFile302InSSRCase","['dramaqueen', 'globaldidi', 'SushantSinghRajput', 'JusticeforSushantSingRajput', 'CBIFile302InSSRCase']"
2479,TeaTweetings,"Karma's ahead of you Sweetie !!
Here For SSR",भारत,299,250,23534,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2480,RohilSunil,Jay shree Ram,,13,0,274,10107,"Absolutely shocked and stunned on learning about the demise of Sushant Singh Rajput! 
Unbelievable! Sincere condolences and prayers for his family. Rest in peace.. #SushantSinghRajput",[]
2481,SRajput84903464,"Fan of SSR❤🚀🕉📚🎸🎵🌍

Your true acquirement is the Knowledge.Grow ur knowledge not jst ur beard. Your achievements r evaluated by ur Wisdom nt by Insta Pics.",,1950,1368,128980,59,"@thakkar_sameet Finally CBI is scrutinising the DCPs too.

The first one to be questioned should be Trimukhe in #SushantSinghRajput case.

Why was he gullu-gullying with Rhea ?

Rhea Planted In SSR Life",[]
2482,divine3171,An NRI but a true Indian. Only thing matters now is Justice for Sushant Singh Rajput.,,93,54,1496,0,"@SelfMusing1 @Twiligh66227501 On contrary, when Malika said aunty Meetu fainted that day n was being comforted by 🐍 then how can she be duplicate?????? Ppl dont use brains. #JusticeForSushantSinghRajput #302forssrculprits #CBIFile302InSSRCase #SushantSinghRajput","['JusticeForSushantSinghRajput', '302forssrculprits', 'CBIFile302InSSRCase', 'SushantSinghRajput']"
2483,ms_N_S_V,🍀,,190,309,42228,2,.@itsSSR All love. Only love. #SushantSinghRajput ❣️ Sushant 4 Positivity https://t.co/AR2K9ia4FG,['SushantSinghRajput']
2484,ms_N_S_V,🍀,,190,309,42228,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2485,SaffiyahKhan2,Bismillah,,63,89,16960,80,We love you mere SSR 😘 and miss you every day every hour every time every second  justice for SSR #SushantSinghRajput https://t.co/TW5JUpo10e,['SushantSinghRajput']
2486,Its_Sayma,"Ye Lamha Jo Thehra Hai Mera Hain Ye Tera Hai ♡🌝 




























































@itsSSR ♥







































.",,210,345,46018,118,"I can't get over 2009 baby Sush gracefully flowing on this dreamy song 😭❤️😭 so soft @itsSSR 💕

#FightUntilSSRJustice #SushantSinghRajput https://t.co/EkrWQWziAz",['FightUntilSSRJustice']
2487,JayasriChakrab7,I love music dance cooking,,100,150,30084,89,"He's in the mood of checking his notifications 📱🤙

#SushantSinghRajput https://t.co/kvliNoM9Nk",['SushantSinghRajput']
2488,PRADIP0412,Nothing without you 🔱,Twitter,4550,2634,104118,80,We love you mere SSR 😘 and miss you every day every hour every time every second  justice for SSR #SushantSinghRajput https://t.co/TW5JUpo10e,['SushantSinghRajput']
2489,i_pallabi,' I ' am that part of ' You ' which you are not aware of ~ SSR...🦋💫♥️, India,237,978,18785,1,"Beautiful.
#SushantSinghRajput 
#JusticeForSSR https://t.co/KVzMUZT5DP","['SushantSinghRajput', 'JusticeForSSR']"
2490,Ishita19784477,"Even if  somone came to you search , we could not find you ......✨",universe,2255,727,30326,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2491,SaffiyahKhan2,Bismillah,,63,89,16960,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2492,SSRleague_03,It takes a special kind of person to handle my kinda crazy ..🥰 NO DM PLEASE 🙏🏻,In some one’s heart❤️,763,1442,92332,80,We love you mere SSR 😘 and miss you every day every hour every time every second  justice for SSR #SushantSinghRajput https://t.co/TW5JUpo10e,['SushantSinghRajput']
2493,Stuti_13_,"Cynophile | Pluviophile | Nephophile |
Proud SSRian |
@pradip103 has my heart❤ | Backup a/c - @Stuti13_ |",India,584,1220,47557,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2494,SUdHProudBOTof1,"If you want to unfollow me, simply don’t follow me... And No DMs pls 🙏",Bakshi Babu k saher se,526,662,21831,80,We love you mere SSR 😘 and miss you every day every hour every time every second  justice for SSR #SushantSinghRajput https://t.co/TW5JUpo10e,['SushantSinghRajput']
2495,Stuti_13_,"Cynophile | Pluviophile | Nephophile |
Proud SSRian |
@pradip103 has my heart❤ | Backup a/c - @Stuti13_ |",India,584,1220,47557,80,We love you mere SSR 😘 and miss you every day every hour every time every second  justice for SSR #SushantSinghRajput https://t.co/TW5JUpo10e,['SushantSinghRajput']
2496,SSRleague_03,It takes a special kind of person to handle my kinda crazy ..🥰 NO DM PLEASE 🙏🏻,In some one’s heart❤️,763,1442,92332,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2497,Neeturajputt,,India,103,66,4405,80,We love you mere SSR 😘 and miss you every day every hour every time every second  justice for SSR #SushantSinghRajput https://t.co/TW5JUpo10e,['SushantSinghRajput']
2498,chandra_aimhigh,"'How are you?'
-'Unable to live, unwilling to die.'","Kolkata, India",320,1231,22242,118,"I can't get over 2009 baby Sush gracefully flowing on this dreamy song 😭❤️😭 so soft @itsSSR 💕

#FightUntilSSRJustice #SushantSinghRajput https://t.co/EkrWQWziAz",['FightUntilSSRJustice']
2499,Pratima81717423,,,1371,1133,54526,80,We love you mere SSR 😘 and miss you every day every hour every time every second  justice for SSR #SushantSinghRajput https://t.co/TW5JUpo10e,['SushantSinghRajput']
2500,Supriya84252143,"💫The more I learn about things, I realize how wrong I was before 🔱🦋",,1045,2218,36127,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2501,mykingssr,dreαм wιтн yoυr eyeѕ opeɴ αɴd вelιeve ιт.SSR🦋,iran🇮🇷,578,604,21387,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2502,Supriya84252143,"💫The more I learn about things, I realize how wrong I was before 🔱🦋",,1045,2218,36127,80,We love you mere SSR 😘 and miss you every day every hour every time every second  justice for SSR #SushantSinghRajput https://t.co/TW5JUpo10e,['SushantSinghRajput']
2503,SUSHANTLOV,love you mere SSR 😘😘😘,,95,112,536,80,We love you mere SSR 😘 and miss you every day every hour every time every second  justice for SSR #SushantSinghRajput https://t.co/TW5JUpo10e,['SushantSinghRajput']
2504,SUSHANTLOV,love you mere SSR 😘😘😘,,95,112,536,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2505,PriyaSh78692980,"My nature to nature connection..❤️🌳🍀🌱☘️🌳🌳🍀💫💫🕉️🕉️🙏🏻 
Love you Sushant..❤️🙏🏻🌱💫💫miss you..😭❤️🙏🏻🙏🏻 plss come back naa!..❤️","Punjab, India",277,1262,94293,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2506,OnlySSRJustice,"Joined Twitter only for ❤️SSR❤️
#JusticeForSSR",,1327,1201,59109,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2507,ssrwarriors21,"I'm a noun in your life, verb in mine! - @itsSSR
Only here for Photon❤️ Backup account @photon_double
Justice for SSR, Haruma, Disha and Jiah",,758,1192,20786,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2508,RoliYad73130282,,,640,1234,300555,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2509,ssrwarriors21,"I'm a noun in your life, verb in mine! - @itsSSR
Only here for Photon❤️ Backup account @photon_double
Justice for SSR, Haruma, Disha and Jiah",,758,1192,20786,80,We love you mere SSR 😘 and miss you every day every hour every time every second  justice for SSR #SushantSinghRajput https://t.co/TW5JUpo10e,['SushantSinghRajput']
2510,GowriNarayanap1,SSRian.,,32,353,37719,1,"Miss you #sushantsinghrajput
@Pinky77424095 @MashKumara
Rhea Planted In SSR Life https://t.co/QcuyC8cNCx",['sushantsinghrajput']
2511,ParthPr87245662,Parth Prajapati 77,,10,7,159,38,"Immanuel Rajkumar Junior is here to fresh your heart &amp; mind...🦋💫❤️

Manny × Paheli...❤️

Hope you all like it...😅

#SushantSinghRajput 
#SushantInOurHeartsForever 
#ImmortalSushant 
#Manny 

@itsSSR 
@MeraNaamManny https://t.co/2GcM8J1LrN",[]
2512,Shiva08771517,a traveller through time and space.,,58,5,878,1,"#My11circle you could have put a pair of pigs making love and that ad would be better than having #bulliwood crap. 
Throw the prick out. 
#BanBollywood #BoycottBollywood #justiceforssr #SushantSinghRajput","['My11circle', 'bulliwood']"
2513,Shiva08771517,a traveller through time and space.,,58,5,878,1,"#My11circle you could have put a pair of pigs making love and that ad would be better than having #bulliwood crap. 
Throw the prick out. 
#BanBollywood #BoycottBollywood #justiceforssr #SushantSinghRajput","['My11circle', 'bulliwood', 'BanBollywood', 'BoycottBollywood', 'justiceforssr', 'SushantSinghRajput']"
2514,itsmekeerthi05,"Am here for Sushant 🌈n Only Sushant♥️♥️ N I'm ..
Dreamer 🥰🌈🌈 Artist👩‍🎨🎨 
Loves ♥️Colors 🎨
Books📚📚  Music🎶 Moon🌜 n Furry Friends 🐕🐶",🇮🇳,526,749,50655,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2515,ElviraNarian,"I'm unique...
Here because of SSR 🙏
#JusticeforSSR 🙏",South Africa🇿🇦,64,53,1323,1,"Miss you #sushantsinghrajput
@Pinky77424095 @MashKumara
Rhea Planted In SSR Life https://t.co/QcuyC8cNCx",['sushantsinghrajput']
2516,ConfidenceDutta,"Be the living expression of God's kindness; kindness in your face, kindness in your eyes, kindness in your smile...love u Sush 🌼 My back up account @Momo_3004",United States of America 🇺🇸,884,1550,52430,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2517,ConfidenceDutta,"Be the living expression of God's kindness; kindness in your face, kindness in your eyes, kindness in your smile...love u Sush 🌼 My back up account @Momo_3004",United States of America 🇺🇸,884,1550,52430,80,We love you mere SSR 😘 and miss you every day every hour every time every second  justice for SSR #SushantSinghRajput https://t.co/TW5JUpo10e,['SushantSinghRajput']
2518,jadavhetal15,warrior4SSR. Nation stand with Sushant singh Rajput & Disha Saliyan,,749,338,6626,80,We love you mere SSR 😘 and miss you every day every hour every time every second  justice for SSR #SushantSinghRajput https://t.co/TW5JUpo10e,['SushantSinghRajput']
2519,ParadoxSsrian,"Take care of today n Tomorrow will take care of itself @itsSSR
Account dedicated to SSR
Backup account 4 @pandita_monika",,349,309,15612,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2520,divine3171,An NRI but a true Indian. Only thing matters now is Justice for Sushant Singh Rajput.,,93,54,1496,0,"@Twiligh66227501 Poor them, they hv lawyers, politicians, commissioner of police still sum1 has guts to threaten them? Why no1 threatened Jiah's mom 🤔🤔🤔🤔🤔 #JusticeForSushantSinghRajput #SushantSinghRajput #CBIFile302InSSRCase","['JusticeForSushantSinghRajput', 'SushantSinghRajput', 'CBIFile302InSSRCase']"
2521,JeetuRa36754149,poetess by 💓. Live life according to my rules🤟🤟👑😊.,,2564,2434,49409,80,We love you mere SSR 😘 and miss you every day every hour every time every second  justice for SSR #SushantSinghRajput https://t.co/TW5JUpo10e,['SushantSinghRajput']
2522,JeetuRa36754149,poetess by 💓. Live life according to my rules🤟🤟👑😊.,,2564,2434,49409,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2523,divine3171,An NRI but a true Indian. Only thing matters now is Justice for Sushant Singh Rajput.,,93,54,1496,0,"@Twiligh66227501 Jitne duplicate ho, sabko lao along with Chasing Dreams. Difference to wohi bataygi 🤣🤣🤣 #JusticeForSushantSinghRajput #CBIFile302InSSRCase #SushantSinghRajput","['JusticeForSushantSinghRajput', 'CBIFile302InSSRCase', 'SushantSinghRajput']"
2524,SiyaBundela,Here only 4 sushant sir❤️/ proud ssrians  🙏 backup account @0Siya2,lost,462,518,32354,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2525,Justice90640605,"Justice For Sushant Singh Rajput ❣️❣️
#justiceforsushantsinghrahput #justicefordishasalin #justiceforjiahkhan
I will fight for their justice till they get 🙏",,616,510,5223,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2526,Justice90640605,"Justice For Sushant Singh Rajput ❣️❣️
#justiceforsushantsinghrahput #justicefordishasalin #justiceforjiahkhan
I will fight for their justice till they get 🙏",,616,510,5223,80,We love you mere SSR 😘 and miss you every day every hour every time every second  justice for SSR #SushantSinghRajput https://t.co/TW5JUpo10e,['SushantSinghRajput']
2527,Kay72836381,"Still awaiting justice for our beloved. You've left your spark in every one of us. ★ It's solely up to us whether we ignite or ignore it. Be our light, Sush.",,964,1776,12861,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2528,Kay72836381,"Still awaiting justice for our beloved. You've left your spark in every one of us. ★ It's solely up to us whether we ignite or ignore it. Be our light, Sush.",,964,1776,12861,80,We love you mere SSR 😘 and miss you every day every hour every time every second  justice for SSR #SushantSinghRajput https://t.co/TW5JUpo10e,['SushantSinghRajput']
2529,divine3171,An NRI but a true Indian. Only thing matters now is Justice for Sushant Singh Rajput.,,93,54,1496,0,"@Twiligh66227501 So much lies they spoke if asked no1 will remember who opened door, who was keymaker, who removed the body, who spoke to him last, who gv him juice, what juice he had #CBIFile302InSSRCase #302forssrculprits #JusticeForSushantSinghRajput #SushantSinghRajput","['CBIFile302InSSRCase', '302forssrculprits', 'JusticeForSushantSinghRajput', 'SushantSinghRajput']"
2530,GauriSh00526155,"JUSTICE For SSR🙏🙏
I love you 💛💕💛 SSR
I Miss you 💛💕❤️SSR","New Delhi, India",1109,978,43767,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
2531,GauriSh00526155,"JUSTICE For SSR🙏🙏
I love you 💛💕💛 SSR
I Miss you 💛💕❤️SSR","New Delhi, India",1109,978,43767,80,We love you mere SSR 😘 and miss you every day every hour every time every second  justice for SSR #SushantSinghRajput https://t.co/TW5JUpo10e,['SushantSinghRajput']
2532,bohemian_ani,"Doctor of Oracle DB | Chionophile | Pluviophile

Conservative
Nationalist🇮🇳
Bhagwa-jeevi🚩🕉
Sush-jeevi💥

koo:@bohemian_ani",Close to Arctic Circle,1203,1570,30886,69,Good night warrior's #SushantSinghRajput https://t.co/nSkbpK2YTW,['SushantSinghRajput']
